,MSRP,make,model,year,engine_HP,engine_cylinders,transmission_type,number_of_doors,market_category_luxury,vehicle_style,highway_MPG,city_MPG,popularity
2793,32895,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,17,1385
2794,35000,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,17,1385
2795,30365,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,17,1385
2796,28515,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Extended Cab Pickup,27,20,1385
2797,33195,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,17,1385
2798,30030,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Extended Cab Pickup,25,19,1385
2799,20100,Chevrolet,Colorado,2016,200.0,4.0,manual,4.0,0,Extended Cab Pickup,26,19,1385
2800,32440,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Extended Cab Pickup,25,19,1385
2801,31670,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,26,18,1385
2802,26510,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,26,18,1385
2803,30435,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Crew Cab Pickup,27,20,1385
2804,27545,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Extended Cab Pickup,25,19,1385
2805,24990,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Crew Cab Pickup,27,20,1385
2806,35300,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,17,1385
2807,27920,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Crew Cab Pickup,27,20,1385
2808,22435,Chevrolet,Colorado,2016,200.0,4.0,manual,4.0,0,Extended Cab Pickup,26,19,1385
2809,25980,Chevrolet,Colorado,2016,200.0,4.0,automatic,4.0,0,Extended Cab Pickup,27,20,1385
2810,29440,Chevrolet,Colorado,2016,305.0,6.0,automatic,4.0,0,Crew Cab Pickup,26,18,1385
2811,2000,Dodge,Colt,1992,92.0,4.0,manual,2.0,0,2dr Hatchback,33,27,1851
2812,2000,Dodge,Colt,1992,92.0,4.0,manual,2.0,0,2dr Hatchback,32,25,1851
2813,2000,Dodge,Colt,1993,92.0,4.0,manual,2.0,0,Coupe,36,28,1851
2814,2000,Dodge,Colt,1993,113.0,4.0,manual,4.0,0,Sedan,31,23,1851
2815,2000,Dodge,Colt,1993,92.0,4.0,manual,2.0,0,Coupe,36,28,1851
2816,2000,Dodge,Colt,1993,92.0,4.0,manual,4.0,0,Sedan,36,28,1851
2817,2000,Dodge,Colt,1994,113.0,4.0,manual,4.0,0,Sedan,30,23,1851
2818,2000,Dodge,Colt,1994,92.0,4.0,manual,2.0,0,Coupe,35,28,1851
2819,2000,Dodge,Colt,1994,113.0,4.0,manual,4.0,0,Sedan,30,23,1851
2820,2000,Dodge,Colt,1994,92.0,4.0,manual,2.0,0,Coupe,35,28,1851
2821,2000,Plymouth,Colt,1992,113.0,4.0,manual,4.0,0,Wagon,26,21,535
2822,2000,Plymouth,Colt,1992,92.0,4.0,manual,2.0,0,2dr Hatchback,32,25,535
2823,2000,Plymouth,Colt,1992,92.0,4.0,manual,2.0,0,2dr Hatchback,33,27,535
2824,2000,Plymouth,Colt,1992,113.0,4.0,manual,4.0,0,Wagon,26,21,535
2825,2000,Plymouth,Colt,1992,113.0,4.0,manual,4.0,0,Wagon,24,19,535
2826,2000,Plymouth,Colt,1993,92.0,4.0,manual,2.0,0,Coupe,36,28,535
2827,2000,Plymouth,Colt,1993,92.0,4.0,manual,2.0,0,Coupe,36,28,535
2828,2000,Plymouth,Colt,1993,113.0,4.0,manual,4.0,0,Wagon,24,19,535
2829,2000,Plymouth,Colt,1993,113.0,4.0,manual,4.0,0,Sedan,31,23,535
2830,2000,Plymouth,Colt,1993,92.0,4.0,manual,4.0,0,Sedan,36,28,535
2831,2000,Plymouth,Colt,1993,136.0,4.0,manual,4.0,0,Wagon,26,19,535
2832,2000,Plymouth,Colt,1993,113.0,4.0,manual,4.0,0,Wagon,26,21,535
2833,2000,Plymouth,Colt,1994,113.0,4.0,manual,4.0,0,Wagon,27,21,535
2834,2000,Plymouth,Colt,1994,136.0,4.0,manual,4.0,0,Wagon,25,19,535
2835,2000,Plymouth,Colt,1994,136.0,4.0,manual,4.0,0,Wagon,22,18,535
2836,2000,Plymouth,Colt,1994,92.0,4.0,manual,2.0,0,Coupe,35,28,535
2837,2000,Plymouth,Colt,1994,92.0,4.0,manual,2.0,0,Coupe,35,28,535
2838,2000,Plymouth,Colt,1994,113.0,4.0,manual,4.0,0,Sedan,30,23,535
2839,2000,Plymouth,Colt,1994,113.0,4.0,manual,4.0,0,Sedan,30,23,535
2840,25520,Chrysler,Concorde,2002,234.0,6.0,automatic,4.0,0,Sedan,24,16,1013
2841,22790,Chrysler,Concorde,2002,200.0,6.0,automatic,4.0,0,Sedan,26,18,1013
2842,28415,Chrysler,Concorde,2002,250.0,6.0,automatic,4.0,0,Sedan,24,16,1013
2843,23180,Chrysler,Concorde,2003,200.0,6.0,automatic,4.0,0,Sedan,27,19,1013
2844,25910,Chrysler,Concorde,2003,234.0,6.0,automatic,4.0,0,Sedan,25,17,1013
2845,28805,Chrysler,Concorde,2003,250.0,6.0,automatic,4.0,0,Sedan,25,17,1013
2846,23480,Chrysler,Concorde,2004,200.0,6.0,automatic,4.0,0,Sedan,27,19,1013
2847,26210,Chrysler,Concorde,2004,234.0,6.0,automatic,4.0,0,Sedan,25,17,1013
2848,29105,Chrysler,Concorde,2004,250.0,6.0,automatic,4.0,0,Sedan,25,17,1013
2849,206600,Bentley,Continental Flying Spur Speed,2011,600.0,12.0,automatic,4.0,1,Sedan,17,10,520
2850,209600,Bentley,Continental Flying Spur Speed,2012,600.0,12.0,automatic,4.0,1,Sedan,17,10,520
2851,209600,Bentley,Continental Flying Spur Speed,2013,600.0,12.0,automatic,4.0,1,Sedan,17,10,520
2852,181200,Bentley,Continental Flying Spur,2011,552.0,12.0,automatic,4.0,1,Sedan,18,11,520
2853,184200,Bentley,Continental Flying Spur,2012,552.0,12.0,automatic,4.0,1,Sedan,19,11,520
2854,184200,Bentley,Continental Flying Spur,2013,552.0,12.0,automatic,4.0,1,Sedan,19,11,520
2855,238700,Bentley,Continental GT Speed Convertible,2014,626.0,12.0,automatic,2.0,1,Convertible,20,12,520
2856,207700,Bentley,Continental GT Speed,2010,600.0,12.0,automatic,2.0,1,Coupe,17,10,520
2857,217000,Bentley,Continental GT Speed,2014,616.0,12.0,automatic,2.0,1,Coupe,20,13,520
2858,337000,Bentley,Continental GT3-R,2015,572.0,8.0,automatic,2.0,1,Coupe,23,13,520
2859,177500,Bentley,Continental GT,2014,500.0,8.0,automatic,2.0,1,Coupe,24,15,520
2860,196500,Bentley,Continental GT,2014,521.0,8.0,automatic,2.0,1,Coupe,24,15,520
2861,198600,Bentley,Continental GT,2014,567.0,12.0,automatic,2.0,1,Coupe,21,12,520
2862,250100,Bentley,Continental GT,2015,626.0,12.0,automatic,2.0,1,Convertible,20,12,520
2863,227600,Bentley,Continental GT,2015,626.0,12.0,automatic,2.0,1,Coupe,21,12,520
2864,203500,Bentley,Continental GT,2015,567.0,12.0,automatic,2.0,1,Coupe,21,12,520
2865,219400,Bentley,Continental GT,2015,521.0,8.0,automatic,2.0,1,Convertible,24,14,520
2866,206300,Bentley,Continental GT,2015,500.0,8.0,automatic,2.0,1,Convertible,24,14,520
2867,187900,Bentley,Continental GT,2015,500.0,8.0,automatic,2.0,1,Coupe,25,15,520
2868,223600,Bentley,Continental GT,2015,567.0,12.0,automatic,2.0,1,Convertible,20,12,520
2869,199700,Bentley,Continental GT,2015,521.0,8.0,automatic,2.0,1,Coupe,25,15,520
2870,231800,Bentley,Continental GT,2016,521.0,8.0,automatic,2.0,1,Convertible,24,14,520
2871,198500,Bentley,Continental GT,2016,500.0,8.0,automatic,2.0,1,Coupe,25,15,520
2872,218400,Bentley,Continental GT,2016,500.0,8.0,automatic,2.0,1,Convertible,24,14,520
2873,239400,Bentley,Continental GT,2016,626.0,12.0,automatic,2.0,1,Coupe,21,12,520
2874,236100,Bentley,Continental GT,2016,582.0,12.0,automatic,2.0,1,Convertible,20,12,520
2875,214600,Bentley,Continental GT,2016,582.0,12.0,automatic,2.0,1,Coupe,21,12,520
2876,210700,Bentley,Continental GT,2016,521.0,8.0,automatic,2.0,1,Coupe,25,15,520
2877,263400,Bentley,Continental GT,2016,626.0,12.0,automatic,2.0,1,Convertible,20,12,520
2878,231400,Bentley,Continental GTC Speed,2010,600.0,12.0,automatic,2.0,1,Convertible,17,10,520
2879,236100,Bentley,Continental GTC Speed,2011,600.0,12.0,automatic,2.0,1,Convertible,17,10,520
2880,212800,Bentley,Continental GTC,2012,567.0,12.0,automatic,2.0,1,Convertible,19,11,520
2881,212800,Bentley,Continental GTC,2013,567.0,12.0,automatic,2.0,1,Convertible,19,11,520
2882,191400,Bentley,Continental GTC,2013,500.0,8.0,automatic,2.0,1,Convertible,24,14,520
2883,195200,Bentley,Continental GTC,2014,500.0,8.0,automatic,2.0,1,Convertible,24,14,520
2884,218500,Bentley,Continental GTC,2014,567.0,12.0,automatic,2.0,1,Convertible,20,12,520
2885,216200,Bentley,Continental GTC,2014,521.0,8.0,automatic,2.0,1,Convertible,24,14,520
2886,280400,Bentley,Continental Supersports Convertible,2011,621.0,12.0,automatic,2.0,1,Convertible,19,12,520
2887,280400,Bentley,Continental Supersports Convertible,2012,621.0,12.0,automatic,2.0,1,Convertible,19,12,520
2888,267000,Bentley,Continental Supersports,2010,621.0,12.0,automatic,2.0,1,Coupe,19,12,520
2889,267000,Bentley,Continental Supersports,2011,621.0,12.0,automatic,2.0,1,Coupe,19,12,520
2890,267000,Bentley,Continental Supersports,2012,621.0,12.0,automatic,2.0,1,Coupe,19,12,520
2891,299900,Bentley,Continental,2001,420.0,8.0,automatic,2.0,1,Coupe,15,10,520
2892,279900,Bentley,Continental,2001,400.0,8.0,automatic,2.0,1,Coupe,15,10,520
2893,309900,Bentley,Continental,2001,420.0,8.0,automatic,2.0,1,Coupe,15,10,520
2894,319900,Bentley,Continental,2001,420.0,8.0,automatic,2.0,1,Coupe,15,10,520
2895,328990,Bentley,Continental,2003,420.0,8.0,automatic,2.0,1,Coupe,15,10,520
2896,318990,Bentley,Continental,2003,420.0,8.0,automatic,2.0,1,Coupe,15,10,520
2897,39660,Lincoln,Continental,2001,275.0,8.0,automatic,4.0,1,Sedan,23,15,61
2898,39895,Lincoln,Continental,2002,275.0,8.0,automatic,4.0,1,Sedan,23,15,61
2899,38185,Lincoln,Continental,2002,275.0,8.0,automatic,4.0,1,Sedan,23,15,61
2900,38790,Lincoln,Continental,2002,275.0,8.0,automatic,4.0,1,Sedan,23,15,61
2901,39775,Lincoln,Continental,2002,275.0,8.0,automatic,4.0,1,Sedan,23,15,61
2902,44560,Lincoln,Continental,2017,305.0,6.0,automatic,4.0,1,Sedan,26,17,61
2903,46560,Lincoln,Continental,2017,305.0,6.0,automatic,4.0,1,Sedan,24,16,61
2904,49515,Lincoln,Continental,2017,305.0,6.0,automatic,4.0,1,Sedan,24,16,61
2905,55915,Lincoln,Continental,2017,,6.0,automatic,4.0,1,Sedan,25,17,61
2906,62915,Lincoln,Continental,2017,,6.0,automatic,4.0,1,Sedan,27,18,61
2907,53915,Lincoln,Continental,2017,,6.0,automatic,4.0,1,Sedan,27,18,61
2908,64915,Lincoln,Continental,2017,,6.0,automatic,4.0,1,Sedan,25,17,61
2909,47515,Lincoln,Continental,2017,305.0,6.0,automatic,4.0,1,Sedan,26,17,61
2910,2655,Ford,Contour SVT,1998,195.0,6.0,manual,4.0,0,Sedan,26,17,5657
2911,2702,Ford,Contour SVT,1999,200.0,6.0,manual,4.0,0,Sedan,26,17,5657
2912,2937,Ford,Contour SVT,2000,200.0,6.0,manual,4.0,0,Sedan,27,18,5657
2913,2000,Ford,Contour,1998,125.0,4.0,manual,4.0,0,Sedan,32,21,5657
2914,2000,Ford,Contour,1998,125.0,4.0,manual,4.0,0,Sedan,32,21,5657
2915,2000,Ford,Contour,1998,125.0,4.0,manual,4.0,0,Sedan,32,21,5657
2916,2000,Ford,Contour,1998,125.0,4.0,manual,4.0,0,Sedan,32,21,5657
2917,2000,Ford,Contour,1999,125.0,4.0,manual,4.0,0,Sedan,31,21,5657
2918,2000,Ford,Contour,1999,125.0,4.0,manual,4.0,0,Sedan,31,21,5657
2919,2000,Ford,Contour,2000,170.0,6.0,manual,4.0,0,Sedan,27,18,5657
2920,2079,Ford,Contour,2000,125.0,4.0,manual,4.0,0,Sedan,31,21,5657
2921,359990,Rolls-Royce,Corniche,2001,325.0,8.0,automatic,2.0,1,Convertible,15,10,86
2922,18750,Toyota,Corolla iM,2017,137.0,4.0,manual,4.0,0,4dr Hatchback,35,27,2031
2923,19490,Toyota,Corolla iM,2017,137.0,4.0,automatic,4.0,0,4dr Hatchback,36,28,2031
2924,18965,Toyota,Corolla,2015,140.0,4.0,automatic,4.0,0,Sedan,42,30,2031
2925,18965,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,38,29,2031
2926,19665,Toyota,Corolla,2015,140.0,4.0,automatic,4.0,0,Sedan,40,30,2031
2927,19895,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2928,17550,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,36,27,2031
2929,16950,Toyota,Corolla,2015,132.0,4.0,manual,4.0,0,Sedan,37,28,2031
2930,21495,Toyota,Corolla,2015,132.0,4.0,manual,4.0,0,Sedan,37,28,2031
2931,22025,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,38,29,2031
2932,22955,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2933,19195,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2934,22725,Toyota,Corolla,2015,140.0,4.0,automatic,4.0,0,Sedan,40,30,2031
2935,18565,Toyota,Corolla,2015,132.0,4.0,automatic,4.0,0,Sedan,38,29,2031
2936,19135,Toyota,Corolla,2016,140.0,4.0,automatic,4.0,0,Sedan,42,30,2031
2937,19135,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,38,29,2031
2938,20065,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2939,17300,Toyota,Corolla,2016,132.0,4.0,manual,4.0,0,Sedan,37,28,2031
2940,23125,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2941,21665,Toyota,Corolla,2016,132.0,4.0,manual,4.0,0,Sedan,37,28,2031
2942,22195,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,38,29,2031
2943,19835,Toyota,Corolla,2016,140.0,4.0,automatic,4.0,0,Sedan,40,30,2031
2944,20635,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2945,22895,Toyota,Corolla,2016,140.0,4.0,automatic,4.0,0,Sedan,40,30,2031
2946,17900,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,36,27,2031
2947,18735,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,38,29,2031
2948,19365,Toyota,Corolla,2016,132.0,4.0,automatic,4.0,0,Sedan,37,29,2031
2949,22680,Toyota,Corolla,2017,132.0,4.0,automatic,4.0,0,Sedan,35,28,2031
2950,21300,Toyota,Corolla,2017,140.0,4.0,automatic,4.0,0,Sedan,40,30,2031
2951,18500,Toyota,Corolla,2017,132.0,4.0,automatic,4.0,0,Sedan,36,28,2031
2952,21665,Toyota,Corolla,2017,132.0,4.0,manual,4.0,0,Sedan,35,27,2031
2953,19335,Toyota,Corolla,2017,140.0,4.0,automatic,4.0,0,Sedan,40,30,2031
2954,21900,Toyota,Corolla,2017,132.0,4.0,automatic,4.0,0,Sedan,35,28,2031
2955,21825,Toyota,Corolla,2017,132.0,4.0,automatic,4.0,0,Sedan,36,28,2031
2956,18935,Toyota,Corolla,2017,132.0,4.0,automatic,4.0,0,Sedan,36,28,2031
2957,20445,Toyota,Corolla,2017,132.0,4.0,automatic,4.0,0,Sedan,35,28,2031
2958,2000,Volkswagen,Corrado,1992,158.0,4.0,manual,2.0,0,2dr Hatchback,26,18,873
2959,2000,Volkswagen,Corrado,1992,178.0,6.0,manual,2.0,0,2dr Hatchback,23,16,873
2960,2000,Volkswagen,Corrado,1993,178.0,6.0,manual,2.0,0,2dr Hatchback,23,16,873
2961,2000,Volkswagen,Corrado,1994,178.0,6.0,manual,2.0,0,2dr Hatchback,22,16,873
2962,2000,Chevrolet,Corsica,1994,120.0,4.0,automatic,4.0,0,Sedan,28,22,1385
2963,2000,Chevrolet,Corsica,1996,120.0,4.0,automatic,4.0,0,Sedan,29,21,1385
2964,53000,Chevrolet,Corvette Stingray,2014,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2965,57000,Chevrolet,Corvette Stingray,2014,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2966,62000,Chevrolet,Corvette Stingray,2014,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2967,58000,Chevrolet,Corvette Stingray,2014,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2968,68160,Chevrolet,Corvette,2015,460.0,8.0,manual,2.0,0,Convertible,29,17,1385
2969,64160,Chevrolet,Corvette,2015,460.0,8.0,manual,2.0,0,Coupe,29,17,1385
2970,83000,Chevrolet,Corvette,2015,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
2971,63160,Chevrolet,Corvette,2015,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2972,64000,Chevrolet,Corvette,2015,460.0,8.0,manual,2.0,0,Convertible,29,17,1385
2973,55000,Chevrolet,Corvette,2015,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2974,87650,Chevrolet,Corvette,2015,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
2975,73450,Chevrolet,Corvette,2015,460.0,8.0,manual,2.0,0,Convertible,29,17,1385
2976,64450,Chevrolet,Corvette,2015,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2977,69450,Chevrolet,Corvette,2015,460.0,8.0,manual,2.0,0,Coupe,29,17,1385
2978,60000,Chevrolet,Corvette,2015,460.0,8.0,manual,2.0,0,Coupe,29,17,1385
2979,59000,Chevrolet,Corvette,2015,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2980,82270,Chevrolet,Corvette,2015,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
2981,86270,Chevrolet,Corvette,2015,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
2982,91650,Chevrolet,Corvette,2015,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
2983,79000,Chevrolet,Corvette,2015,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
2984,68450,Chevrolet,Corvette,2015,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2985,59160,Chevrolet,Corvette,2015,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2986,88345,Chevrolet,Corvette,2016,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
2987,79400,Chevrolet,Corvette,2016,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
2988,70145,Chevrolet,Corvette,2016,460.0,8.0,manual,2.0,0,Coupe,29,17,1385
2989,65145,Chevrolet,Corvette,2016,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2990,83400,Chevrolet,Corvette,2016,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
2991,82965,Chevrolet,Corvette,2016,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
2992,68855,Chevrolet,Corvette,2016,460.0,8.0,manual,2.0,0,Convertible,29,17,1385
2993,59855,Chevrolet,Corvette,2016,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
2994,64400,Chevrolet,Corvette,2016,460.0,8.0,manual,2.0,0,Convertible,29,17,1385
2995,74145,Chevrolet,Corvette,2016,460.0,8.0,manual,2.0,0,Convertible,29,17,1385
2996,63855,Chevrolet,Corvette,2016,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2997,86965,Chevrolet,Corvette,2016,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
2998,59400,Chevrolet,Corvette,2016,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
2999,92345,Chevrolet,Corvette,2016,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
3000,60400,Chevrolet,Corvette,2016,460.0,8.0,manual,2.0,0,Coupe,29,17,1385
3001,64855,Chevrolet,Corvette,2016,460.0,8.0,manual,2.0,0,Coupe,29,17,1385
3002,69145,Chevrolet,Corvette,2016,455.0,8.0,manual,2.0,0,Convertible,29,17,1385
3003,55400,Chevrolet,Corvette,2016,455.0,8.0,manual,2.0,0,Coupe,29,17,1385
3004,87015,Chevrolet,Corvette,2017,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
3005,59905,Chevrolet,Corvette,2017,455.0,8.0,manual,2.0,0,Coupe,25,16,1385
3006,74195,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Convertible,25,16,1385
3007,65195,Chevrolet,Corvette,2017,455.0,8.0,manual,2.0,0,Coupe,25,16,1385
3008,88395,Chevrolet,Corvette,2017,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
3009,59450,Chevrolet,Corvette,2017,455.0,8.0,manual,2.0,0,Convertible,25,16,1385
3010,55450,Chevrolet,Corvette,2017,455.0,8.0,manual,2.0,0,Coupe,25,16,1385
3011,70195,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Coupe,25,16,1385
3012,68905,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Convertible,25,16,1385
3013,65450,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Coupe,25,16,1385
3014,79450,Chevrolet,Corvette,2017,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
3015,69905,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Coupe,25,16,1385
3016,69195,Chevrolet,Corvette,2017,455.0,8.0,manual,2.0,0,Convertible,25,16,1385
3017,63905,Chevrolet,Corvette,2017,455.0,8.0,manual,2.0,0,Convertible,25,16,1385
3018,69450,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Convertible,25,16,1385
3019,60450,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Coupe,25,16,1385
3020,79195,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Convertible,25,16,1385
3021,92395,Chevrolet,Corvette,2017,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
3022,83450,Chevrolet,Corvette,2017,650.0,8.0,manual,2.0,0,Convertible,22,15,1385
3023,83015,Chevrolet,Corvette,2017,650.0,8.0,manual,2.0,0,Coupe,22,15,1385
3024,73905,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Convertible,25,16,1385
3025,64450,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Convertible,25,16,1385
3026,64905,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Coupe,25,16,1385
3027,75195,Chevrolet,Corvette,2017,460.0,8.0,manual,2.0,0,Coupe,25,16,1385
3028,2000,Audi,Coupe,1990,164.0,5.0,manual,2.0,1,2dr Hatchback,22,16,3105
3029,2000,Audi,Coupe,1991,164.0,5.0,manual,2.0,1,2dr Hatchback,22,15,3105
3030,81013,Maserati,Coupe,2004,390.0,8.0,manual,2.0,1,Coupe,15,10,238
3031,85174,Maserati,Coupe,2004,390.0,8.0,automated_manual,2.0,1,Coupe,16,10,238
3032,86877,Maserati,Coupe,2005,385.0,8.0,automated_manual,2.0,1,Coupe,16,11,238
3033,82633,Maserati,Coupe,2005,385.0,8.0,manual,2.0,1,Coupe,15,10,238
3034,87577,Maserati,Coupe,2006,390.0,8.0,automated_manual,2.0,1,Coupe,18,11,238
3035,79900,Maserati,Coupe,2006,390.0,8.0,manual,2.0,1,Coupe,17,12,238
3036,2000,Volvo,Coupe,1991,188.0,4.0,automatic,2.0,1,Coupe,20,17,870
3037,26470,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,30,22,2202
3038,23120,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,31,23,2202
3039,30620,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,30,22,2202
3040,29370,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,31,23,2202
3041,24370,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,30,22,2202
3042,29120,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,30,22,2202
3043,29820,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,30,22,2202
3044,28570,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,31,23,2202
3045,25220,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,31,23,2202
3046,27870,Honda,CR-V,2014,185.0,4.0,automatic,4.0,0,4dr SUV,31,23,2202
3047,32895,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3048,23445,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,34,27,2202
3049,30895,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3050,25545,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,34,27,2202
3051,29395,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3052,24695,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3053,26795,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3054,28145,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,34,27,2202
3055,31645,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,34,27,2202
3056,29645,Honda,CR-V,2015,185.0,4.0,automatic,4.0,0,4dr SUV,34,27,2202
3057,27295,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,31,25,2202
3058,31245,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,31,25,2202
3059,32095,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3060,25845,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,31,25,2202
3061,28445,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3062,29945,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3063,25045,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,31,25,2202
3064,24545,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3065,25995,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3066,33395,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,31,25,2202
3067,23745,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,33,26,2202
3068,29745,Honda,CR-V,2016,185.0,4.0,automatic,4.0,0,4dr SUV,31,25,2202
3069,20645,Honda,CR-Z,2014,130.0,4.0,automatic,2.0,0,2dr Hatchback,39,36,2202
3070,19995,Honda,CR-Z,2014,130.0,4.0,manual,2.0,0,2dr Hatchback,38,31,2202
